AGENT_CODE_HASH,ODA,TERRITORY,BIRTHDATE,SEX_CODE,MARITAL_STATUS,AGE,IS_TERMINATED,YEARS_IN_COMPANY,IS_ACTIVATED_WITHIN_A_YEAR,LICENSE_TYPE_CODE,Ave_Training_Duration,Trainings_Attended,HAS_TRAINING
16979355433267853650,2018-02-14,TERRITORY 3 - VISAYAS,1987-07-14,M,S,35,0,4,1, V,2.3333333333333335,3.0,Yes
15117717545279757598,2018-02-19,TERRITORY 1 - NORTH AND CENTRAL LUZON,1962-08-26,F,M,60,0,4,1, V,2.3333333333333335,3.0,Yes
7089427643052939255,2018-02-23,TERRITORY 6 - MINDANAO,1998-08-23,M,S,22,1,2,0, V,0.0,0.0,No
3172665235071252574,2018-02-27,TERRITORY 4 - SOUTH LUZON,1980-12-02,M,S,38,1,1,0, V,0.0,0.0,No
9059140735577207386,2018-02-28,TERRITORY 3 - VISAYAS,1992-09-18,M,S,28,1,2,0, V,0.0,0.0,No
178829565226831929,2018-03-05,TERRITORY 4 - SOUTH LUZON,1986-07-20,F,M,34,1,2,0, V,0.0,0.0,No
12729406946681319592,2018-03-06,TERRITORY 4 - SOUTH LUZON,1983-06-30,M,M,37,1,2,0, V,0.0,0.0,No
7306052865984230964,2018-03-08,TERRITORY 6 - MINDANAO,1956-02-24,M,M,64,1,2,0, V,0.0,0.0,No
9365473202590817175,2018-03-13,TERRITORY 2 - METRO MANILA,1965-10-11,F,P,57,0,4,1, V,1.8,5.0,Yes
4538886871605521958,2018-03-13,TERRITORY 2 - METRO MANILA,1972-09-30,F,M,48,1,2,0, V,0.0,0.0,No
3541514241374043242,2018-03-19,TERRITORY 3 - VISAYAS,1987-07-22,M,S,32,1,1,0, V,0.0,0.0,No
15483078737674742903,2018-03-23,TERRITORY 1 - NORTH AND CENTRAL LUZON,1976-12-24,F,W,44,1,2,0, V,0.0,0.0,No
4116696791638479068,2018-03-26,TERRITORY 4 - SOUTH LUZON,1986-10-05,F,M,36,0,4,1, V,4.0,1.0,Yes
1123421497531407800,2018-03-28,TERRITORY 3 - VISAYAS,1964-01-06,F,W,55,1,1,0, V,0.0,0.0,No
5325982271193558245,2018-04-04,TERRITORY 3 - VISAYAS,1973-06-04,F,M,49,0,4,1, V,0.0,0.0,No
7646965787636970556,2018-04-11,TERRITORY 3 - VISAYAS,1976-09-01,F,S,46,0,4,1, V,4.0,1.0,Yes
17146402973289015007,2018-04-16,TERRITORY 3 - VISAYAS,1977-02-09,F,M,42,1,1,0, V,0.0,0.0,No
6427567446023513852,2018-04-17,TERRITORY 6 - MINDANAO,1964-04-01,F,M,55,1,1,0, V,0.0,0.0,No
7322561156063779308,2018-04-20,TERRITORY 4 - SOUTH LUZON,1986-08-22,F,M,36,0,4,1,L V,1.625,8.0,Yes
7971595174061846056,2018-04-20,TERRITORY 1 - NORTH AND CENTRAL LUZON,1998-04-12,F,S,21,1,1,0, V,0.0,0.0,No
2163534445341995729,2019-08-08,TERRITORY 4 - SOUTH LUZON,1994-01-01,F,S,27,1,1,0, V,0.0,0.0,No
17458370614462149329,2019-08-09,TERRITORY 2 - METRO MANILA,1960-01-17,F,S,61,1,1,0, V,0.0,0.0,No
3246632117520878073,2019-08-13,TERRITORY 1 - NORTH AND CENTRAL LUZON,1978-06-16,F,M,44,0,3,1, V,2.0,2.0,Yes
15764685985775608098,2019-08-14,TERRITORY 2 - METRO MANILA,1968-02-21,F,M,52,1,1,0, V,0.0,0.0,No
16026841530855789256,2019-08-15,TERRITORY 3 - VISAYAS,1976-04-09,F,S,44,1,1,0, V,0.0,0.0,No
5891400343121814888,2019-08-15,TERRITORY 2 - METRO MANILA,1991-05-30,M,M,29,1,1,0, V,0.0,0.0,No
3261129967266470938,2019-08-19,TERRITORY 3 - VISAYAS,1996-10-03,M,S,26,0,3,1, V,0.0,0.0,No
13187007068095259472,2019-08-20,TERRITORY 2 - METRO MANILA,1969-01-22,F,S,54,0,3,1,L V,1.2857142857142858,7.0,Yes
172498048675371701,2019-08-22,TERRITORY 2 - METRO MANILA,1992-06-06,M,S,28,1,1,0, V,0.0,0.0,No
15137707565644751207,2019-08-23,TERRITORY 3 - VISAYAS,1972-06-07,F,M,49,1,1,0, V,0.0,0.0,No
4597639879162033838,2019-09-06,TERRITORY 2 - METRO MANILA,1983-11-10,M,S,37,1,1,0, V,0.0,0.0,No
8316017828112159459,2019-09-10,TERRITORY 3 - VISAYAS,1983-01-24,F,M,38,1,1,0, V,0.0,0.0,No
11309304724742736472,2019-09-26,TERRITORY 2 - METRO MANILA,1996-08-21,M,S,23,1,0,1, V,0.0,0.0,No
5578783861474360737,2019-09-27,TERRITORY 3 - VISAYAS,1972-02-27,F,S,50,1,2,1, V,0.0,0.0,No
16963256056392401783,2019-09-30,TERRITORY 2 - METRO MANILA,1986-10-10,M,M,33,1,0,0, V,0.0,0.0,No
3715101302733741947,2019-10-10,TERRITORY 4 - SOUTH LUZON,1953-03-15,F,W,67,1,1,0, V,0.0,0.0,No
12789938122458805453,2019-11-26,TERRITORY 3 - VISAYAS,1968-11-20,F,M,52,1,1,0, V,0.0,0.0,No
2049897033311386456,2019-11-29,TERRITORY 3 - VISAYAS,1997-09-17,M,S,25,0,3,1, V,0.0,0.0,No
15673535857994780282,2019-12-03,TERRITORY 2 - METRO MANILA,1989-05-13,M,S,31,1,1,0, V,0.0,0.0,No
3261218455824881029,2020-01-17,TERRITORY 3 - VISAYAS,1982-01-20,F,S,41,0,3,0, V,1.0,1.0,Yes
7512757936101023543,2018-01-19,TERRITORY 1 - NORTH AND CENTRAL LUZON,1991-10-25,F,S,31,0,5,1, V,0.0,0.0,No
1814538551542496255,2018-01-26,TERRITORY 3 - VISAYAS,1998-08-02,F,S,24,0,5,1,L V,3.0,2.0,Yes
11172173621857849178,2018-01-29,TERRITORY 3 - VISAYAS,1981-12-27,F,M,39,1,3,0, V,0.0,0.0,No
12763310885131188113,2018-02-01,TERRITORY 2 - METRO MANILA,1989-11-30,F,S,33,0,5,1, V,2.5714285714285716,7.0,Yes
115912696845293571,2018-02-02,TERRITORY 1 - NORTH AND CENTRAL LUZON,1964-04-27,M,P,54,1,0,0, V,0.0,0.0,No
4874705407145369967,2018-02-05,TERRITORY 2 - METRO MANILA,1957-12-05,F,S,64,1,3,0,L V,0.0,0.0,No
13169211598315538848,2018-02-09,TERRITORY 1 - NORTH AND CENTRAL LUZON,1992-05-01,M,S,30,0,5,1,L V,1.75,4.0,Yes
2951500087064563956,2018-02-14,TERRITORY 1 - NORTH AND CENTRAL LUZON,1957-05-08,F,S,65,0,4,1,L V,2.0,3.0,Yes
11115557609918805554,2018-02-19,TERRITORY 4 - SOUTH LUZON,1981-07-31,M,M,39,1,2,0, V,0.0,0.0,No
10381506150862124601,2018-02-23,TERRITORY 3 - VISAYAS,1995-08-16,M,S,27,0,4,1, V,2.5,2.0,Yes
12391192009026843352,2018-02-26,TERRITORY 1 - NORTH AND CENTRAL LUZON,1979-08-13,F,M,39,1,1,0, V,0.0,0.0,No
13079255614830613158,2018-02-26,TERRITORY 2 - METRO MANILA,1994-11-28,M,S,26,1,2,0, V,0.0,0.0,No
14781039681371516891,2018-02-28,TERRITORY 2 - METRO MANILA,1993-12-15,F,S,25,1,1,0, V,0.0,0.0,No
4765168990748337854,2018-02-28,TERRITORY 4 - SOUTH LUZON,1973-11-08,F,M,47,1,2,0, V,0.0,0.0,No
17210206622268995283,2018-03-05,TERRITORY 1 - NORTH AND CENTRAL LUZON,1957-01-12,F,M,66,0,4,1, V,1.75,4.0,Yes
2078134855277145459,2018-03-13,TERRITORY 3 - VISAYAS,1985-08-14,F,M,37,0,4,1, V,0.0,0.0,No
11346441062624675345,2018-03-15,TERRITORY 1 - NORTH AND CENTRAL LUZON,1998-07-26,M,S,20,1,1,0, V,0.0,0.0,No
8613630007388442565,2018-03-19,TERRITORY 3 - VISAYAS,1976-07-26,F,M,44,1,2,0, V,0.0,0.0,No
6432197644119062329,2018-03-19,TERRITORY 3 - VISAYAS,1969-03-01,M,M,51,1,2,0, V,0.0,0.0,No
3954351500881678465,2018-05-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1976-02-06,F,W,44,1,2,0, V,0.0,0.0,No
16781479187418038597,2018-05-30,TERRITORY 4 - SOUTH LUZON,1971-12-15,F,S,47,1,1,0, V,0.0,0.0,No
7140250427183690184,2018-05-30,TERRITORY 3 - VISAYAS,1988-03-24,M,M,32,1,2,0, V,0.0,0.0,No
15627427216369638474,2018-05-31,TERRITORY 2 - METRO MANILA,1990-09-05,M,S,30,1,2,0, V,0.0,0.0,No
6167587597521439112,2018-06-05,TERRITORY 3 - VISAYAS,1987-09-09,M,M,33,1,2,0, V,0.0,0.0,No
4972844528395632579,2018-06-06,TERRITORY 3 - VISAYAS,1998-09-20,M,S,23,1,3,1, V,0.0,0.0,No
13982602343543362484,2018-06-19,TERRITORY 3 - VISAYAS,1962-11-05,M,M,58,1,2,0, V,0.0,0.0,No
15814909915947453958,2018-06-19,TERRITORY 3 - VISAYAS,1974-04-08,F,S,46,1,2,0, V,0.0,0.0,No
5267486601167434479,2018-06-20,TERRITORY 2 - METRO MANILA,1985-02-15,F,M,37,0,4,1, V,0.0,0.0,No
6189726688347867857,2018-06-20,TERRITORY 2 - METRO MANILA,1998-12-06,F,S,20,1,1,0, V,0.0,0.0,No
9753133321103799467,2018-06-27,TERRITORY 2 - METRO MANILA,1983-11-21,M,S,35,1,1,0, V,0.0,0.0,No
11677375427838489763,2018-06-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1995-01-22,M,S,24,1,0,0, V,0.0,0.0,No
5332045997769644490,2018-06-29,TERRITORY 2 - METRO MANILA,1973-10-24,M,M,47,1,2,0, V,0.0,0.0,No
3447951656868146928,2018-07-19,TERRITORY 4 - SOUTH LUZON,1978-08-12,F,W,43,1,3,0, V,0.0,0.0,No
2214883785649616214,2018-07-27,TERRITORY 2 - METRO MANILA,1973-01-05,F,M,48,1,2,0, V,0.0,0.0,No
14055599167272880980,2018-07-31,TERRITORY 6 - MINDANAO,1987-06-03,F,S,33,1,2,1, V,0.0,0.0,No
7461059040537153596,2018-08-08,TERRITORY 2 - METRO MANILA,1993-11-11,F,S,29,0,4,1, V,4.0,1.0,Yes
17181082750371958820,2018-08-08,TERRITORY 1 - NORTH AND CENTRAL LUZON,1968-10-16,F,M,54,0,4,1,L V,4.0,1.0,Yes
12126370058136119195,2018-08-10,TERRITORY 6 - MINDANAO,1995-01-03,M,S,24,1,1,0, V,0.0,0.0,No
5696173676432633806,2018-08-15,TERRITORY 3 - VISAYAS,1983-04-14,F,M,37,1,2,0,L V,0.0,0.0,No
6017622903918323738,2018-01-17,TERRITORY 1 - NORTH AND CENTRAL LUZON,1965-08-25,F,M,55,1,3,0, V,0.0,0.0,No
15991747004977629108,2018-01-22,TERRITORY 2 - METRO MANILA,1993-02-23,M,S,27,1,3,0, V,0.0,0.0,No
3623800322418661380,2018-01-25,TERRITORY 4 - SOUTH LUZON,1970-07-27,M,M,51,1,4,1, V,0.0,0.0,No
14973266827567002459,2018-01-26,TERRITORY 2 - METRO MANILA,1983-10-01,M,M,36,1,1,0, V,0.0,0.0,No
5552771677126703191,2018-02-02,TERRITORY 4 - SOUTH LUZON,1996-11-28,F,S,24,1,3,0, V,0.0,0.0,No
10031356939540417465,2018-02-05,TERRITORY 1 - NORTH AND CENTRAL LUZON,1995-06-28,M,S,25,1,2,0, V,0.0,0.0,No
11221369849676552876,2018-02-14,TERRITORY 3 - VISAYAS,1982-12-21,F,M,39,1,4,1, V,0.0,0.0,No
95049781222292036,2018-02-14,TERRITORY 4 - SOUTH LUZON,1980-03-25,M,M,42,0,4,1,L V,4.0,2.0,Yes
11623503336659291148,2018-02-19,TERRITORY 1 - NORTH AND CENTRAL LUZON,1977-10-09,F,M,45,0,4,1, V,1.5,2.0,Yes
15063633953227869226,2018-02-22,TERRITORY 4 - SOUTH LUZON,1989-07-15,M,S,31,1,2,0, V,0.0,0.0,No
9768590866261804603,2018-02-22,TERRITORY 1 - NORTH AND CENTRAL LUZON,1991-10-08,M,M,26,1,0,0, V,0.0,0.0,No
6877360216848159016,2018-02-23,TERRITORY 2 - METRO MANILA,1990-07-30,F,S,29,1,1,0, V,0.0,0.0,No
15799143003236000338,2018-02-27,TERRITORY 3 - VISAYAS,1995-09-08,F,S,27,0,4,0, V,3.0,2.0,Yes
15738192918209304523,2018-02-27,TERRITORY 4 - SOUTH LUZON,1958-10-19,M,M,64,0,4,1, V,0.0,0.0,No
16340608368429346926,2018-02-28,TERRITORY 3 - VISAYAS,1993-04-02,F,S,26,1,1,0, V,0.0,0.0,No
17864900798381586599,2018-03-05,TERRITORY 4 - SOUTH LUZON,1994-07-02,M,S,26,1,2,0, V,0.0,0.0,No
8747586696576584522,2018-03-06,TERRITORY 4 - SOUTH LUZON,1974-04-24,F,M,46,1,2,0, V,0.0,0.0,No
8018090192280263682,2018-03-07,TERRITORY 2 - METRO MANILA,1969-08-19,F,M,51,1,2,0,L V,0.0,0.0,No
15656489307152948205,2018-03-12,TERRITORY 1 - NORTH AND CENTRAL LUZON,1993-01-08,F,S,26,1,1,0, V,0.0,0.0,No
16514659180680754157,2018-03-13,TERRITORY 3 - VISAYAS,1988-03-11,F,M,32,1,2,0, V,0.0,0.0,No
2562842073562876537,2018-03-13,TERRITORY 2 - METRO MANILA,1974-03-20,F,M,48,0,4,1,L V,2.75,4.0,Yes
16426969638264096170,2018-01-23,TERRITORY 3 - VISAYAS,1983-02-20,M,S,37,1,3,0, V,0.0,0.0,No
3594871341528308539,2018-01-25,TERRITORY 2 - METRO MANILA,1978-11-04,F,M,44,0,5,1,L V,2.125,8.0,Yes
10224826349611304911,2018-02-13,TERRITORY 4 - SOUTH LUZON,1972-03-23,F,M,48,1,2,0, V,0.0,0.0,No
4999838969803665646,2018-02-19,TERRITORY 4 - SOUTH LUZON,1983-12-15,F,S,39,0,4,1, V,2.0,5.0,Yes
4201319482612101829,2018-02-19,TERRITORY 3 - VISAYAS,1998-11-28,M,S,24,0,4,1,L V,1.0,1.0,Yes
10779293666312362233,2018-02-20,TERRITORY 2 - METRO MANILA,1961-11-10,F,M,57,1,1,0, V,0.0,0.0,No
3976881920186495002,2018-02-20,TERRITORY 4 - SOUTH LUZON,1972-11-25,F,A,48,1,2,0, V,0.0,0.0,No
12846209372855539190,2018-02-27,TERRITORY 3 - VISAYAS,1995-11-10,F,S,27,0,4,1,L V,2.3333333333333335,3.0,Yes
10742705262499242850,2018-02-27,TERRITORY 1 - NORTH AND CENTRAL LUZON,1991-03-16,F,M,28,1,1,0, V,0.0,0.0,No
14452999987426751995,2018-03-02,TERRITORY 2 - METRO MANILA,1967-03-12,F,M,55,0,4,1, V,0.0,0.0,No
7575188941046433960,2018-03-06,TERRITORY 4 - SOUTH LUZON,1993-10-22,M,M,27,1,2,0, V,0.0,0.0,No
8115782669160244427,2018-03-06,TERRITORY 3 - VISAYAS,1977-03-17,F,M,43,1,2,0, V,0.0,0.0,No
8160158344499703368,2018-03-07,TERRITORY 2 - METRO MANILA,1994-01-18,F,S,29,0,4,1, V,2.5,4.0,Yes
3225729006010959294,2018-03-13,TERRITORY 2 - METRO MANILA,1996-10-31,M,S,24,1,2,0, V,0.0,0.0,No
14752389620024170786,2018-03-13,TERRITORY 2 - METRO MANILA,1981-11-14,M,S,39,1,2,0, V,0.0,0.0,No
7476588798345046658,2018-03-14,TERRITORY 2 - METRO MANILA,1959-05-21,M,M,59,1,0,0, V,0.0,0.0,No
13924199867374772928,2018-03-16,TERRITORY 3 - VISAYAS,1978-04-04,F,M,42,1,2,1, V,0.0,0.0,No
8766864268260920455,2018-03-20,TERRITORY 3 - VISAYAS,1979-01-14,F,M,44,0,4,1, V,2.3333333333333335,3.0,Yes
9036912473123099895,2018-03-27,TERRITORY 2 - METRO MANILA,1992-07-27,M,S,28,1,2,0, V,0.0,0.0,No
13459467132057390021,2018-04-05,TERRITORY 1 - NORTH AND CENTRAL LUZON,1996-03-01,F,S,23,1,1,0, V,0.0,0.0,No
7080387752200025482,2018-04-05,TERRITORY 3 - VISAYAS,1986-02-10,F,S,36,1,4,1,L V,0.0,0.0,No
15253422999623496073,2018-01-25,TERRITORY 3 - VISAYAS,1992-11-02,M,S,30,0,5,1, V,2.3333333333333335,3.0,Yes
12999251875927957171,2018-01-29,TERRITORY 3 - VISAYAS,1993-01-03,F,M,28,1,3,0, V,0.0,0.0,No
1423593396746810626,2018-01-29,TERRITORY 3 - VISAYAS,1956-08-13,M,M,64,1,3,0, V,0.0,0.0,No
12073705337758081418,2018-02-06,TERRITORY 1 - NORTH AND CENTRAL LUZON,1978-05-23,M,M,41,1,1,0, V,0.0,0.0,No
2292535937713062293,2018-02-08,TERRITORY 4 - SOUTH LUZON,1973-06-27,F,S,46,1,1,0, V,0.0,0.0,No
9560972685278294878,2018-02-12,TERRITORY 4 - SOUTH LUZON,1971-08-22,F,M,48,1,2,0, V,0.0,0.0,No
18120457899383760027,2018-02-13,TERRITORY 1 - NORTH AND CENTRAL LUZON,1969-05-29,F,M,52,1,4,1, V,0.0,0.0,No
11765999221359113419,2018-02-15,TERRITORY 1 - NORTH AND CENTRAL LUZON,1959-01-16,F,M,64,0,4,1, V,1.8,5.0,Yes
3023633918742545930,2018-02-21,TERRITORY 4 - SOUTH LUZON,1958-05-23,M,M,64,0,4,0, V,2.0,1.0,Yes
12368605625993913006,2018-02-27,TERRITORY 1 - NORTH AND CENTRAL LUZON,1996-05-22,M,S,22,1,1,0, V,0.0,0.0,No
4400865791640267875,2018-03-05,TERRITORY 4 - SOUTH LUZON,1974-11-07,F,M,46,1,2,0, V,0.0,0.0,No
285868018064856685,2018-03-06,TERRITORY 3 - VISAYAS,1977-10-31,F,M,43,1,2,0, V,0.0,0.0,No
11999739070596449033,2018-03-06,TERRITORY 3 - VISAYAS,1965-07-17,F,M,55,1,2,0, V,0.0,0.0,No
12153326901431867176,2018-03-06,TERRITORY 3 - VISAYAS,1980-03-26,F,S,40,1,2,0, V,0.0,0.0,No
6153233327201001705,2018-03-08,TERRITORY 4 - SOUTH LUZON,1990-08-16,M,S,29,1,1,0, V,0.0,0.0,No
15433532362146810620,2018-03-13,TERRITORY 3 - VISAYAS,1984-07-14,M,S,38,0,4,1,L V,4.0,1.0,Yes
17649756020927559814,2018-03-15,TERRITORY 4 - SOUTH LUZON,1976-07-22,F,M,44,1,2,0, V,0.0,0.0,No
13524367683341160398,2018-03-16,TERRITORY 1 - NORTH AND CENTRAL LUZON,1985-10-07,F,M,33,1,1,0, V,0.0,0.0,No
16952327831427375527,2018-03-20,TERRITORY 2 - METRO MANILA,1963-04-22,F,M,56,1,1,0, V,0.0,0.0,No
3813442997831027371,2018-03-23,TERRITORY 1 - NORTH AND CENTRAL LUZON,1988-10-26,F,M,30,1,1,0, V,0.0,0.0,No
5509744852032457576,2018-04-20,TERRITORY 4 - SOUTH LUZON,1986-05-16,F,M,33,1,1,0, V,0.0,0.0,No
18188283755911420765,2018-04-20,TERRITORY 2 - METRO MANILA,1983-07-23,M,S,37,1,2,0, V,0.0,0.0,No
12168205192054019149,2018-04-26,TERRITORY 2 - METRO MANILA,1967-09-20,F,M,55,0,4,1,L V,3.5,4.0,Yes
11584792515328030047,2018-04-30,TERRITORY 1 - NORTH AND CENTRAL LUZON,1998-08-26,F,S,21,1,1,0, V,0.0,0.0,No
2823963842475992023,2018-04-30,TERRITORY 2 - METRO MANILA,1993-04-06,F,S,25,1,0,0, V,0.0,0.0,No
11533356678402803642,2018-04-30,TERRITORY 4 - SOUTH LUZON,1978-05-03,F,S,41,1,1,0, V,0.0,0.0,No
261825647963194140,2018-04-30,TERRITORY 4 - SOUTH LUZON,1996-09-07,F,S,23,1,1,0, V,0.0,0.0,No
2777168701763804888,2018-04-30,TERRITORY 1 - NORTH AND CENTRAL LUZON,1979-09-13,F,S,39,1,0,0, V,0.0,0.0,No
11294780498572760021,2018-05-07,TERRITORY 1 - NORTH AND CENTRAL LUZON,1998-04-09,F,S,21,1,1,0, V,0.0,0.0,No
17731547449261450570,2018-05-15,TERRITORY 1 - NORTH AND CENTRAL LUZON,1959-03-24,F,M,63,0,4,1, V,2.5,2.0,Yes
7666447619519819467,2018-05-16,TERRITORY 3 - VISAYAS,1993-07-24,F,S,27,1,2,0, V,0.0,0.0,No
130501616223168414,2018-05-18,TERRITORY 3 - VISAYAS,1986-02-01,F,S,35,1,2,0, V,0.0,0.0,No
15109059116869200306,2018-05-18,TERRITORY 1 - NORTH AND CENTRAL LUZON,1990-12-14,F,S,32,0,4,1,L V,0.0,0.0,No
6133839379473198672,2018-05-18,TERRITORY 3 - VISAYAS,1962-08-21,F,M,58,1,2,0, V,0.0,0.0,No
11330541774443717564,2018-05-24,TERRITORY 2 - METRO MANILA,1995-09-29,F,S,25,1,2,0, V,0.0,0.0,No
4606176952026054454,2018-05-31,TERRITORY 2 - METRO MANILA,1996-09-16,M,S,22,1,0,0, V,0.0,0.0,No
2309305634311235094,2018-06-06,TERRITORY 2 - METRO MANILA,1972-01-10,F,M,51,0,4,1, V,4.0,1.0,Yes
17960751283057166659,2018-06-14,TERRITORY 2 - METRO MANILA,1988-05-21,F,S,32,1,2,0, V,0.0,0.0,No
9246282176946429292,2018-06-18,TERRITORY 1 - NORTH AND CENTRAL LUZON,1967-01-07,F,M,52,1,1,0, V,0.0,0.0,No
11253754235767047656,2018-06-27,TERRITORY 3 - VISAYAS,1987-04-14,M,M,33,1,2,0, V,0.0,0.0,No
16576717915194504549,2018-06-28,TERRITORY 4 - SOUTH LUZON,1979-09-21,F,M,43,0,4,1,L V,2.0,5.0,Yes
15995278340058474235,2018-06-29,TERRITORY 3 - VISAYAS,1981-06-04,F,S,38,1,1,0, V,0.0,0.0,No
6348936326019816868,2018-10-01,TERRITORY 2 - METRO MANILA,1998-06-06,M,S,22,1,2,0, V,0.0,0.0,No
12773124995911219048,2018-10-03,TERRITORY 4 - SOUTH LUZON,1991-01-24,F,M,31,1,3,0, V,0.0,0.0,No
8078140623629683969,2018-10-04,TERRITORY 4 - SOUTH LUZON,1959-10-03,F,W,61,1,2,0, V,0.0,0.0,No
1586258059079653324,2018-10-16,TERRITORY 3 - VISAYAS,1994-08-17,F,S,26,1,2,0, V,0.0,0.0,No
8325688077810011775,2018-10-24,TERRITORY 4 - SOUTH LUZON,1979-08-17,M,M,41,1,2,0, V,0.0,0.0,No
18188913590913452999,2018-11-16,TERRITORY 2 - METRO MANILA,1958-07-03,F,M,64,0,4,1, V,2.0,1.0,Yes
13949919958534083797,2018-11-19,TERRITORY 1 - NORTH AND CENTRAL LUZON,1978-10-25,F,M,40,1,0,0, V,0.0,0.0,No
4435855625754201387,2018-11-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1986-12-19,F,S,34,1,2,0, V,0.0,0.0,No
2034119953346769836,2018-12-03,TERRITORY 2 - METRO MANILA,1967-04-01,F,S,54,1,3,1,L V,0.0,0.0,No
11350021130815347655,2018-12-07,TERRITORY 3 - VISAYAS,1969-08-27,F,M,52,1,3,0, V,0.0,0.0,No
13996773163512104734,2018-12-14,TERRITORY 3 - VISAYAS,1980-08-20,F,M,40,1,2,0, V,0.0,0.0,No
887830111782145088,2018-12-17,TERRITORY 2 - METRO MANILA,1976-10-14,M,S,46,0,4,1,L V,0.0,0.0,No
2986248193079691785,2018-12-17,TERRITORY 2 - METRO MANILA,1970-12-04,F,W,51,1,3,0, V,0.0,0.0,No
16003061569577221683,2018-12-20,TERRITORY 2 - METRO MANILA,1980-04-20,F,M,42,0,4,1, V,0.0,0.0,No
9115886752064517828,2018-12-21,TERRITORY 3 - VISAYAS,1957-05-21,F,S,64,1,3,0, V,0.0,0.0,No
7631697391756654730,2018-12-21,TERRITORY 6 - MINDANAO,1960-11-24,M,M,60,1,2,0,L V,0.0,0.0,No
15326085578592604155,2018-12-26,TERRITORY 1 - NORTH AND CENTRAL LUZON,1989-01-07,F,S,30,1,0,0, V,0.0,0.0,No
17938121659498462403,2018-12-26,TERRITORY 3 - VISAYAS,1986-11-16,F,M,34,1,2,0, V,0.0,0.0,No
14295333286521811601,2018-12-27,TERRITORY 2 - METRO MANILA,1995-02-16,F,S,25,1,2,0, V,0.0,0.0,No
3753261339385449387,2018-12-28,TERRITORY 1 - NORTH AND CENTRAL LUZON,1990-07-03,M,S,29,1,0,0, V,0.0,0.0,No
9484174552117972098,2019-01-17,TERRITORY 2 - METRO MANILA,1964-12-21,M,M,56,1,2,0, V,0.0,0.0,No
1379719243855222319,2019-01-18,TERRITORY 6 - MINDANAO,1986-05-20,F,M,34,1,2,0, V,0.0,0.0,No
11454144235219583392,2018-03-20,TERRITORY 3 - VISAYAS,1980-03-15,F,M,40,1,2,0, V,0.0,0.0,No
17272206607967180850,2018-03-26,TERRITORY 1 - NORTH AND CENTRAL LUZON,1976-10-21,F,M,46,0,4,1, V,2.0,3.0,Yes
7364791630949822632,2018-03-27,TERRITORY 3 - VISAYAS,1977-01-30,F,M,46,0,4,1,L V,3.0,2.0,Yes
1221153020619034077,2018-04-04,TERRITORY 2 - METRO MANILA,1957-09-21,M,S,65,0,4,1, V,1.8,5.0,Yes
5665977350960446429,2018-04-04,TERRITORY 2 - METRO MANILA,1982-08-31,F,M,40,0,4,1,L V,4.0,1.0,Yes
9660046907470767686,2018-04-04,TERRITORY 3 - VISAYAS,1955-07-06,F,M,67,0,4,1,L V,1.5,2.0,Yes
9820141109877012190,2018-04-12,TERRITORY 3 - VISAYAS,1968-12-31,F,S,51,1,1,0, V,0.0,0.0,No
15647146806182405604,2018-04-16,TERRITORY 3 - VISAYAS,1981-11-22,F,S,39,1,2,0, V,0.0,0.0,No
4531143925064980435,2018-04-17,TERRITORY 3 - VISAYAS,1977-12-17,M,M,43,1,2,0, V,0.0,0.0,No
16750135259495210710,2018-04-18,TERRITORY 3 - VISAYAS,1994-11-29,F,S,28,0,4,1,L V,2.3333333333333335,3.0,Yes
15933673435737285483,2018-04-20,TERRITORY 1 - NORTH AND CENTRAL LUZON,1981-10-19,M,M,39,1,2,0, V,0.0,0.0,No
11910437244734615545,2018-04-23,TERRITORY 1 - NORTH AND CENTRAL LUZON,1997-07-25,F,S,21,1,1,0, V,0.0,0.0,No
3263710309852142281,2018-04-27,TERRITORY 3 - VISAYAS,1974-03-02,F,S,48,0,4,1, V,1.5,2.0,Yes
9257851809273099372,2018-04-30,TERRITORY 1 - NORTH AND CENTRAL LUZON,1990-06-06,M,M,29,1,1,0, V,0.0,0.0,No
8020717909477963319,2018-05-02,TERRITORY 4 - SOUTH LUZON,1981-01-14,F,M,39,1,2,0, V,0.0,0.0,No
10436752340257270101,2018-05-07,TERRITORY 1 - NORTH AND CENTRAL LUZON,1982-10-26,M,M,36,1,1,0, V,0.0,0.0,No
5254303148835948435,2018-05-10,TERRITORY 3 - VISAYAS,1969-01-06,F,M,52,1,2,0, V,0.0,0.0,No
8878433013362945910,2018-05-10,TERRITORY 2 - METRO MANILA,1953-06-25,M,M,67,1,2,0, V,0.0,0.0,No
15988726994912850131,2018-05-11,TERRITORY 2 - METRO MANILA,1989-03-24,F,S,30,1,1,0, V,0.0,0.0,No
967259911038102604,2018-05-15,TERRITORY 2 - METRO MANILA,1992-04-08,M,S,27,1,1,0, V,0.0,0.0,No
7741177133067406189,2018-05-15,TERRITORY 2 - METRO MANILA,1994-11-05,F,S,24,1,1,0, V,0.0,0.0,No
7254108840419428559,2018-05-18,TERRITORY 2 - METRO MANILA,1981-04-13,F,S,41,1,3,1, V,0.0,0.0,No
8258032344251870886,2018-06-29,TERRITORY 3 - VISAYAS,1988-11-01,F,S,32,1,2,0, V,0.0,0.0,No
