AGENT_CODE_HASH,Start,End,Training Program,Venue
4178280810736436127,10/31/2020,10/31/2020,SEP Module 3: Presenting Solutions & Handling Objections,
9447610904847306116,08/04/2020,08/04/2020,SEP Module 3: Presenting Solutions & Handling Objections,
10651182942029974313,12/16/2020,12/16/2020,SEP Module 3: Presenting Solutions & Handling Objections,
2196142750998498274,10/06/2020,10/06/2020,SEP Module 3: Presenting Solutions & Handling Objections,
3367392743339114071,08/04/2020,08/04/2020,SEP Module 3: Presenting Solutions & Handling Objections,
4160090704212107295,12/02/2020,12/02/2020,SEP Module 3: Presenting Solutions & Handling Objections,
2162202317073974594,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
11663290022642509705,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
6231319824547071959,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
3743601446062748641,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
1720253875614228416,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
6000962424212494922,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
6781359010949501290,12/02/2020,12/02/2020,SEP Module 3: Presenting Solutions & Handling Objections,
5491164622706795195,09/19/2020,09/19/2020,SEP Module 3: Presenting Solutions & Handling Objections,
12469871794463498463,09/15/2020,09/15/2020,SEP Module 3: Presenting Solutions & Handling Objections,
8250248581907335729,09/01/2020,09/01/2020,SEP Module 3: Presenting Solutions & Handling Objections,
6437065557461376970,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
17060668177251692370,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
10686979288870381349,10/28/2020,10/28/2020,SEP Module 3: Presenting Solutions & Handling Objections,
15500015194861403547,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
7050726698844787061,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
15395496811741863321,09/19/2020,09/19/2020,SEP Module 3: Presenting Solutions & Handling Objections,
12682203280011687657,09/15/2020,09/15/2020,SEP Module 3: Presenting Solutions & Handling Objections,
18087211441773070610,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
13919961931744552455,10/08/2020,10/08/2020,SEP Module 3: Presenting Solutions & Handling Objections,
10679804603038407458,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
10712567555693581505,09/19/2020,09/19/2020,SEP Module 3: Presenting Solutions & Handling Objections,
7586777510150665064,10/08/2020,10/08/2020,SEP Module 3: Presenting Solutions & Handling Objections,
10919451874684922860,09/01/2020,09/01/2020,SEP Module 3: Presenting Solutions & Handling Objections,
12403405579552210481,12/05/2020,12/05/2020,SEP Module 3: Presenting Solutions & Handling Objections,
12800394415379863689,12/05/2020,12/05/2020,SEP Module 3: Presenting Solutions & Handling Objections,
2759821578496411025,07/29/2020,07/29/2020,SEP Module 3: Presenting Solutions & Handling Objections,
8308906318933914309,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
11729844464495813316,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
4708031153543321546,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
16127204305759982863,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
6522587252100856717,08/22/2020,08/22/2020,SEP Module 3: Presenting Solutions & Handling Objections,
1973774009734429645,08/24/2020,08/24/2020,SEP Module 3: Presenting Solutions & Handling Objections,
10642406035853190822,08/24/2020,08/24/2020,SEP Module 3: Presenting Solutions & Handling Objections,
4624985594589928234,08/24/2020,08/24/2020,SEP Module 3: Presenting Solutions & Handling Objections,
12961953446561726577,09/09/2020,09/09/2020,SEP Module 3: Presenting Solutions & Handling Objections,
5446779961122762969,09/09/2020,09/09/2020,SEP Module 3: Presenting Solutions & Handling Objections,
17872427608188998717,09/09/2020,09/09/2020,SEP Module 3: Presenting Solutions & Handling Objections,
12735574116856226077,09/19/2020,09/19/2020,SEP Module 3: Presenting Solutions & Handling Objections,
17417382764892633213,10/08/2020,10/08/2020,SEP Module 3: Presenting Solutions & Handling Objections,
8116632881934032461,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
4130204722339027383,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
17739052006543994938,09/22/2020,09/22/2020,SEP Module 4: Closing & Final Drill for Skill,
615983699637743865,11/13/2020,11/13/2020,SEP Module 4: Closing & Final Drill for Skill,
11227580906840323095,09/11/2020,09/11/2020,SEP Module 4: Closing & Final Drill for Skill,
6565330482902578396,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
1727888811376714060,09/22/2020,09/22/2020,SEP Module 4: Closing & Final Drill for Skill,
16570591201053839159,11/07/2020,11/07/2020,SEP Module 4: Closing & Final Drill for Skill,
5547893239196419231,11/07/2020,11/07/2020,SEP Module 4: Closing & Final Drill for Skill,
6272996893076281935,12/12/2020,12/12/2020,SEP Module 4: Closing & Final Drill for Skill,
12066394817324521584,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
10465639595095821991,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
1721484184080255104,10/27/2020,10/27/2020,SEP Module 4: Closing & Final Drill for Skill,
9777758106133183247,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
892139156432660845,08/07/2020,08/07/2020,SEP Module 4: Closing & Final Drill for Skill,
1495478538396683760,12/17/2020,12/17/2020,SEP Module 4: Closing & Final Drill for Skill,
10909037486579974448,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
8668249352337127197,12/01/2020,12/01/2020,SEP Module 4: Closing & Final Drill for Skill,
8668249352337127197,12/17/2020,12/17/2020,SEP Module 4: Closing & Final Drill for Skill,
14973677235740810468,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
14463027154521184359,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
9841082460344694929,09/22/2020,09/22/2020,SEP Module 4: Closing & Final Drill for Skill,
18394030357934711291,12/17/2020,12/17/2020,SEP Module 4: Closing & Final Drill for Skill,
15910266615638459496,08/01/2020,08/01/2020,SEP Module 4: Closing & Final Drill for Skill,
3526431747072528557,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
17535912036114604830,12/17/2020,12/17/2020,SEP Module 4: Closing & Final Drill for Skill,
796963873408021304,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
18063763162861600647,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
11315580329827157132,08/07/2020,08/07/2020,SEP Module 4: Closing & Final Drill for Skill,
7704404072307105863,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
12545131471801900857,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
15795794041771607145,11/13/2020,11/13/2020,SEP Module 4: Closing & Final Drill for Skill,
7890325699773394787,11/07/2020,11/07/2020,SEP Module 4: Closing & Final Drill for Skill,
2246179325301467871,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
3644063837172456772,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
7445952732250404076,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
16810340843615291656,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
6835849751891207623,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
17694646748355550165,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
3715145301841010926,11/07/2020,11/07/2020,SEP Module 4: Closing & Final Drill for Skill,
16444268808316089035,09/22/2020,09/22/2020,SEP Module 4: Closing & Final Drill for Skill,
888597346977434044,10/27/2020,10/27/2020,SEP Module 4: Closing & Final Drill for Skill,
13287051119493287820,08/01/2020,08/01/2020,SEP Module 4: Closing & Final Drill for Skill,
11777044628762061015,08/07/2020,08/07/2020,SEP Module 4: Closing & Final Drill for Skill,
13391201279695959903,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
13606032378645734990,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
14910710774556243887,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
4298097900601055942,08/01/2020,08/01/2020,SEP Module 4: Closing & Final Drill for Skill,
18139261515058632011,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
2356427398721400045,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
744154683842533728,09/22/2020,09/22/2020,SEP Module 4: Closing & Final Drill for Skill,
5247194533699826401,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
17152245988174087813,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
8119722971688631515,08/01/2020,08/01/2020,SEP Module 4: Closing & Final Drill for Skill,
7266529728754227053,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
17269109584243119441,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
6983975621979737587,08/07/2020,08/07/2020,SEP Module 4: Closing & Final Drill for Skill,
16690743244825570299,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
3432128754947437221,08/06/2020,08/06/2020,SEP Module 4: Closing & Final Drill for Skill,
3306461011092163003,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
7404393098903424164,08/06/2020,08/06/2020,SEP Module 4: Closing & Final Drill for Skill,
11319357807433999849,08/27/2020,08/27/2020,SEP Module 4: Closing & Final Drill for Skill,
2676207063639840299,08/05/2020,08/05/2020,SEP Module 4: Closing & Final Drill for Skill,
8320085244937749646,12/01/2020,12/01/2020,SEP Module 4: Closing & Final Drill for Skill,
10218468040983274684,11/13/2020,11/13/2020,SEP Module 4: Closing & Final Drill for Skill,
4178280810736436127,11/07/2020,11/07/2020,SEP Module 4: Closing & Final Drill for Skill,
9447610904847306116,08/06/2020,08/06/2020,SEP Module 4: Closing & Final Drill for Skill,
10651182942029974313,12/17/2020,12/17/2020,SEP Module 4: Closing & Final Drill for Skill,
2196142750998498274,10/08/2020,10/08/2020,SEP Module 4: Closing & Final Drill for Skill,
3367392743339114071,08/06/2020,08/06/2020,SEP Module 4: Closing & Final Drill for Skill,
4160090704212107295,12/04/2020,12/04/2020,SEP Module 4: Closing & Final Drill for Skill,
2162202317073974594,07/30/2020,07/30/2020,SEP Module 4: Closing & Final Drill for Skill,
11663290022642509705,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
6231319824547071959,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
3743601446062748641,07/30/2020,07/30/2020,SEP Module 4: Closing & Final Drill for Skill,
1720253875614228416,07/30/2020,07/30/2020,SEP Module 4: Closing & Final Drill for Skill,
6000962424212494922,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
6781359010949501290,12/04/2020,12/04/2020,SEP Module 4: Closing & Final Drill for Skill,
5491164622706795195,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
12469871794463498463,09/17/2020,09/17/2020,SEP Module 4: Closing & Final Drill for Skill,
8250248581907335729,09/03/2020,09/03/2020,SEP Module 4: Closing & Final Drill for Skill,
6437065557461376970,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
17060668177251692370,07/30/2020,07/30/2020,SEP Module 4: Closing & Final Drill for Skill,
10686979288870381349,11/07/2020,11/07/2020,SEP Module 4: Closing & Final Drill for Skill,
15500015194861403547,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
7050726698844787061,07/30/2020,07/30/2020,SEP Module 4: Closing & Final Drill for Skill,
15395496811741863321,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
18087211441773070610,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
13919961931744552455,10/09/2020,10/09/2020,SEP Module 4: Closing & Final Drill for Skill,
10679804603038407458,07/30/2020,07/30/2020,SEP Module 4: Closing & Final Drill for Skill,
10712567555693581505,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
7586777510150665064,10/09/2020,10/09/2020,SEP Module 4: Closing & Final Drill for Skill,
12403405579552210481,12/12/2020,12/12/2020,SEP Module 4: Closing & Final Drill for Skill,
12800394415379863689,12/12/2020,12/12/2020,SEP Module 4: Closing & Final Drill for Skill,
8308906318933914309,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
11729844464495813316,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
4708031153543321546,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
16127204305759982863,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
6522587252100856717,08/29/2020,08/29/2020,SEP Module 4: Closing & Final Drill for Skill,
1973774009734429645,08/26/2020,08/26/2020,SEP Module 4: Closing & Final Drill for Skill,
10642406035853190822,08/26/2020,08/26/2020,SEP Module 4: Closing & Final Drill for Skill,
4624985594589928234,08/26/2020,08/26/2020,SEP Module 4: Closing & Final Drill for Skill,
12961953446561726577,09/11/2020,09/11/2020,SEP Module 4: Closing & Final Drill for Skill,
17872427608188998717,09/11/2020,09/11/2020,SEP Module 4: Closing & Final Drill for Skill,
12735574116856226077,09/26/2020,09/26/2020,SEP Module 4: Closing & Final Drill for Skill,
17417382764892633213,10/13/2020,10/13/2020,SEP Module 4: Closing & Final Drill for Skill,
796963873408021304,01/16/2020,01/16/2020,Fast Start E-Learning Course,
16781900790296735985,01/16/2020,01/16/2020,Fast Start E-Learning Course,
796963873408021304,01/17/2020,01/17/2020,Starting Out with Awesome Results,
16781900790296735985,01/17/2020,01/17/2020,Starting Out with Awesome Results,
796963873408021304,01/23/2020,01/23/2020,ACE Your Presentation,
3432128754947437221,02/11/2020,02/11/2020,Fast Start E-Learning Course,
4036183868295594819,02/11/2020,02/11/2020,Fast Start E-Learning Course,
3432128754947437221,02/12/2020,02/12/2020,Starting Out with Awesome Results,
4036183868295594819,02/12/2020,02/12/2020,Starting Out with Awesome Results,
3432128754947437221,03/03/2020,03/03/2020,Basic Field Underwriting w/ AUS Hands-On Training,
6396370705497738730,03/03/2020,03/03/2020,Basic Field Underwriting w/ AUS Hands-On Training,
3432128754947437221,03/04/2020,03/04/2020,Mastering Client's Objections & Closing,
5406217136388689227,01/29/2020,01/29/2020,Starting Out with Awesome Results,
9801916291410192732,01/29/2020,01/29/2020,Starting Out with Awesome Results,
6642887697698226183,02/13/2020,02/13/2020,Starting Out with Awesome Results,
18003671728864699146,02/25/2020,02/25/2020,Mastering Client's Objections & Closing,
18003671728864699146,02/27/2020,02/27/2020,ACE Your Presentation,
9894216747792202464,03/12/2020,03/12/2020,Starting Out with Awesome Results,
9179079764202453959,03/12/2020,03/12/2020,Starting Out with Awesome Results,
6642887697698226183,03/13/2020,03/13/2020,Mastering Client's Objections & Closing,
6699120669410369035,03/13/2020,03/13/2020,Mastering Client's Objections & Closing,
9179079764202453959,03/13/2020,03/13/2020,Mastering Client's Objections & Closing,
3261218455824881029,01/28/2020,01/28/2020,Starting Out with Awesome Results,
7694641776176050127,01/28/2020,01/28/2020,Starting Out with Awesome Results,
8421742978178249921,01/28/2020,01/28/2020,Starting Out with Awesome Results,
1005873071693218943,01/28/2020,01/28/2020,Starting Out with Awesome Results,
3822118985855197053,01/28/2020,01/28/2020,Starting Out with Awesome Results,
17647446301548823523,01/28/2020,01/28/2020,Starting Out with Awesome Results,
18384717293985310190,01/28/2020,01/28/2020,Starting Out with Awesome Results,
16135539338819834517,01/28/2020,01/28/2020,Starting Out with Awesome Results,
7694641776176050127,01/29/2020,01/29/2020,ACE Your Presentation,
8421742978178249921,01/29/2020,01/29/2020,ACE Your Presentation,
1005873071693218943,01/29/2020,01/29/2020,ACE Your Presentation,
3822118985855197053,01/29/2020,01/29/2020,ACE Your Presentation,
6590920796789518876,01/29/2020,01/29/2020,ACE Your Presentation,
17647446301548823523,01/29/2020,01/29/2020,ACE Your Presentation,
18384717293985310190,01/29/2020,01/29/2020,ACE Your Presentation,
16135539338819834517,01/29/2020,01/29/2020,ACE Your Presentation,
7694641776176050127,01/30/2020,01/30/2020,Basic Field Underwriting,
8421742978178249921,01/30/2020,01/30/2020,Basic Field Underwriting,
1005873071693218943,01/30/2020,01/30/2020,Basic Field Underwriting,
3822118985855197053,01/30/2020,01/30/2020,Basic Field Underwriting,
17647446301548823523,01/30/2020,01/30/2020,Basic Field Underwriting,
16135539338819834517,01/30/2020,01/30/2020,Basic Field Underwriting,
8972959272247006046,02/18/2020,02/18/2020,Starting Out with Awesome Results,
6197127566525712834,02/18/2020,02/18/2020,Starting Out with Awesome Results,
12118986537167853455,02/18/2020,02/18/2020,Starting Out with Awesome Results,
18003671728864699146,02/12/2020,02/12/2020,Starting Out with Awesome Results,
4230725425601549136,03/05/2019,03/05/2019,Building Your Network: Targeting Groups,IL Laoag
4230725425601549136,03/05/2019,03/05/2019,Building Your Network: Targeting Individuals,IL Laoag
4230725425601549136,03/06/2019,03/07/2019,VUL Product Packages,IL Laoag
1378003938541404627,05/09/2019,05/10/2019,ACE Your Presentation,IL San Pablo
1378003938541404627,05/08/2019,05/08/2019,Basic Field Underwriting,IL San Pablo
1378003938541404627,07/11/2019,07/11/2019,Basic Field Underwriting,IL San Pablo
1378003938541404627,01/29/2019,02/01/2019,Basic Sales Training,IL San Pablo
1378003938541404627,07/10/2019,07/10/2019,Building Your Network: Targeting Groups,IL San Pablo
1378003938541404627,07/10/2019,07/10/2019,Building Your Network: Targeting Individuals,IL San Pablo
1378003938541404627,06/18/2019,06/18/2019,InTheLead Program,IL San Pablo
1378003938541404627,10/23/2019,10/23/2019,Mastering Client's Objections & Closing,IL San Pablo
1378003938541404627,04/15/2019,04/16/2019,Starting Out with Awesome Results,IL San Pablo
1378003938541404627,01/22/2019,01/23/2019,VUL Product Packages,IL San Pablo
1378003938541404627,09/19/2019,09/19/2019,VUL Product Packages,IL San Pablo
7800041137277776769,01/15/2019,01/15/2019,AUS Hands-On-Training,IL Tuguegarao
7800041137277776769,05/16/2019,05/16/2019,Fast Start E-Learning Course,IL Tuguegarao
7800041137277776769,06/13/2019,06/13/2019,InTheLead Program,IL Tuguegarao
7800041137277776769,05/16/2019,05/17/2019,Starting Out with Awesome Results,IL Tuguegarao
1955031202436203835,01/15/2019,01/15/2019,AUS Hands-On-Training,IL Tuguegarao
1955031202436203835,10/08/2019,10/08/2019,Fast Start E-Learning Course,IL Tuguegarao
1955031202436203835,06/13/2019,06/13/2019,InTheLead Program,IL Tuguegarao
1955031202436203835,10/08/2019,10/09/2019,Starting Out with Awesome Results,IL Tuguegarao
5787625999949362712,04/29/2019,04/29/2019,Fast Start E-Learning Course,IL Baguio
5787625999949362712,10/03/2019,10/03/2019,InTheLead Program,IL Baguio
5787625999949362712,04/29/2019,04/30/2019,Starting Out with Awesome Results,IL Baguio
5787625999949362712,02/19/2019,02/20/2019,VUL Product Packages,IL Baguio
10129616213995861967,02/14/2019,02/15/2019,ACE your Presentation,IL Legazpi
10129616213995861967,01/15/2019,01/18/2019,Basic Sales Training,IL Legazpi
10129616213995861967,03/12/2019,03/15/2019,Basic Sales Training,Outside IL (see details)
10129616213995861967,01/25/2019,01/25/2019,Basic Time Value of Money,IL Legazpi
10129616213995861967,05/17/2019,05/17/2019,Fast Start E-Learning Course,Outside IL (see details)
10129616213995861967,01/24/2019,01/24/2019,Personal Branding,IL Legazpi
10129616213995861967,05/17/2019,05/18/2019,Starting Out with Awesome Results,Outside IL (see details)
10129616213995861967,01/22/2019,01/23/2019,VUL Product Packages,IL Legazpi
9245481483360147203,04/29/2019,04/29/2019,Fast Start E-Learning Course,IL Baguio
9245481483360147203,10/03/2019,10/03/2019,InTheLead Program,IL Baguio
9245481483360147203,04/29/2019,04/30/2019,Starting Out with Awesome Results,IL Baguio
9245481483360147203,02/19/2019,02/20/2019,VUL Product Packages,IL Baguio
3688650626148462362,04/29/2019,04/29/2019,Fast Start E-Learning Course,IL Baguio
3688650626148462362,10/03/2019,10/03/2019,InTheLead Program,IL Baguio
3688650626148462362,04/29/2019,04/30/2019,Starting Out with Awesome Results,IL Baguio
3688650626148462362,02/19/2019,02/20/2019,VUL Product Packages,IL Baguio
6204742242225772937,09/04/2019,09/05/2019,Gender Sensitization Training,IL Davao
11899685945250624628,07/25/2019,07/25/2019,InTheLead Program,IL Makati
11899685945250624628,03/21/2019,03/22/2019,VUL Product Packages,IL Calamba
6397752151549952973,11/29/2019,11/29/2019,Fast Start E-Learning Course,IL Baguio
6397752151549952973,11/29/2019,11/30/2019,Starting Out with Awesome Results,IL Baguio
12151027419291973835,03/19/2019,03/19/2019,ACE Your Presentation,IL Makati
12151027419291973835,06/18/2019,06/18/2019,Basic Field Underwriting,IL Makati
12151027419291973835,02/19/2019,02/22/2019,Basic Sales Training,IL Makati
12151027419291973835,08/26/2019,08/26/2019,Fueling the Intensity to Rise like an Eagle,IL Makati
12151027419291973835,06/11/2019,06/11/2019,InTheLead Program,IL Makati
12151027419291973835,06/13/2019,06/13/2019,Personal Branding,IL Makati
12151027419291973835,03/25/2019,03/25/2019,VUL Product Packages,IL Makati
10695553745708182245,07/20/2019,07/27/2019,Starting Out with Awesome Results,IL Makati
697622217854842661,08/19/2019,08/19/2019,ACE Your Presentation,IL Alabang
697622217854842661,08/30/2019,08/30/2019,Basic Field Underwriting,IL Alabang
697622217854842661,03/19/2019,03/22/2019,Basic Sales Training,IL Makati
697622217854842661,10/03/2019,10/03/2019,Fast Start E-Learning Course,IL Alabang
697622217854842661,08/26/2019,08/26/2019,Fueling the Intensity to Rise like an Eagle,IL Makati
697622217854842661,08/23/2019,08/23/2019,InTheLead Program,IL Alabang
697622217854842661,08/22/2019,08/22/2019,Mastering Client's Objections & Closing,IL Alabang
697622217854842661,10/03/2019,10/04/2019,Starting Out with Awesome Results,IL Alabang
3145555745557801843,03/12/2019,03/13/2019,ACE Your Presentation,IL Malolos
3145555745557801843,04/15/2019,04/15/2019,Fast Start E-Learning Course,IL Malolos
3145555745557801843,09/20/2019,09/20/2019,InTheLead Program,Outside IL (see details)
3145555745557801843,03/11/2019,03/11/2019,Personal Branding,IL Malolos
3145555745557801843,04/15/2019,04/16/2019,Starting Out with Awesome Results,IL Malolos
16207206650278634089,07/03/2019,07/03/2019,Building Your Network: Targeting Individuals,IL Quezon Avenue
16207206650278634089,04/10/2019,04/10/2019,Fast Start E-Learning Course,IL Quezon Avenue
16207206650278634089,06/17/2019,06/17/2019,InTheLead Program,IL Quezon Avenue
16207206650278634089,04/10/2019,04/11/2019,Starting Out with Awesome Results,IL Quezon Avenue
1772427230109994296,04/23/2019,04/24/2019,ACE your Presentation,IL Legazpi
1772427230109994296,09/18/2019,09/19/2019,ACE Your Presentation,IL Legazpi
1772427230109994296,05/09/2019,05/09/2019,Basic Field Underwriting,IL Legazpi
1772427230109994296,09/17/2019,09/17/2019,Basic Field Underwriting,IL Legazpi
1772427230109994296,02/26/2019,03/01/2019,Basic Sales Training,IL Legazpi
1772427230109994296,05/07/2019,05/07/2019,Fast Start E-Learning Course,IL Legazpi
1772427230109994296,07/12/2019,07/12/2019,Fueling the Intensity to Rise like an Eagle,IL Legazpi
1772427230109994296,09/25/2019,09/26/2019,Gender Sensitization Training,IL Legazpi
1772427230109994296,04/25/2019,04/25/2019,Personal Branding,IL Legazpi
1772427230109994296,05/07/2019,05/08/2019,Starting Out with Awesome Results,IL Legazpi
1772427230109994296,04/26/2019,04/27/2019,VUL Product Packages,IL Legazpi
1344146725492353942,07/11/2019,07/11/2019,Basic Field Underwriting,IL Alabang
1344146725492353942,04/01/2019,04/01/2019,Fast Start E-Learning Course,IL Makati
1344146725492353942,04/01/2019,04/02/2019,Starting Out with Awesome Results,IL Makati
8639657006053412464,04/29/2019,04/30/2019,ACE Your Presentation,IL Quezon Avenue
8639657006053412464,04/10/2019,04/10/2019,Fast Start E-Learning Course,IL Quezon Avenue
8639657006053412464,08/05/2019,08/05/2019,Fueling the Intensity to Rise Like an Eagle,IL Quezon Avenue
8639657006053412464,09/24/2019,09/24/2019,Mastering Client's Objections & Closing,IL Quezon Avenue
8639657006053412464,04/10/2019,04/11/2019,Starting Out with Awesome Results,IL Quezon Avenue
3496998126706083086,03/19/2019,03/22/2019,Basic Sales Training,IL Makati
16603718517920284480,04/08/2019,04/08/2019,Fast Start E-Learning Course,IL Balanga
16603718517920284480,04/08/2019,04/09/2019,Starting Out with Awesome Results,IL Balanga
5977850889821276433,08/14/2019,08/15/2019,Gender Sensitization Training,IL Davao
5977850889821276433,09/04/2019,09/05/2019,Gender Sensitization Training,IL Davao
11625351363645289253,03/19/2019,03/22/2019,Basic Sales Training,IL Makati
14945129102181751801,06/25/2019,06/25/2019,ACE Your Presentation,IL Makati
14945129102181751801,05/24/2019,05/24/2019,AUS Hands-On-Training,IL Makati
14945129102181751801,04/23/2019,04/23/2019,Fast Start E-Learning Course,IL Makati
14945129102181751801,07/16/2019,07/16/2019,InTheLead Program,IL Alabang
14945129102181751801,06/11/2019,06/11/2019,Introduction to Personal Financial Planning,IL Makati
14945129102181751801,05/23/2019,05/23/2019,Introduction to Personal Financial Planning,I-Care Makati
14945129102181751801,05/21/2019,05/21/2019,Mastering Client's Objections & Closing,IL Makati
14945129102181751801,04/23/2019,04/24/2019,Starting Out with Awesome Results,IL Makati
14945129102181751801,06/18/2019,06/18/2019,VUL Product Packages,IL Makati
14945129102181751801,05/16/2019,05/17/2019,VUL Product Packages,I-Care Makati
16760072855465363214,05/15/2019,05/16/2019,ACE Your Presentation,IL Imus
16760072855465363214,04/12/2019,04/12/2019,Basic Field Underwriting,IL Imus
16760072855465363214,04/10/2019,04/11/2019,Starting Out with Awesome Results,IL Imus
3720941358850888657,03/19/2019,03/22/2019,Basic Sales Training,IL Makati
3720941358850888657,09/26/2019,09/26/2019,InTheLead Program,IL Makati
3720941358850888657,04/30/2019,04/30/2019,Introduction to Personal Financial Planning,IL Makati
3720941358850888657,04/12/2019,04/12/2019,Mastering Client's Objections & Closing,IL Makati
3720941358850888657,07/16/2019,07/17/2019,VUL Product Packages,IL Makati
18424832308907258087,07/20/2019,07/20/2019,Fast Start E-Learning Course,IL Makati
18424832308907258087,08/26/2019,08/26/2019,Fueling the Intensity to Rise like an Eagle,IL Makati
18424832308907258087,08/21/2019,08/21/2019,InTheLead Program,IL Alabang
18424832308907258087,07/20/2019,07/27/2019,Starting Out with Awesome Results,IL Makati
16820116126128791290,04/22/2019,04/22/2019,Fast Start E-Learning Course,IL Solano
16820116126128791290,06/25/2019,06/25/2019,InTheLead Program,IL Solano
16820116126128791290,04/22/2019,04/23/2019,Starting Out with Awesome Results,IL Solano
12634095831054842402,06/20/2019,06/20/2019,Basic Field Underwriting,IL Palawan
12634095831054842402,06/18/2019,06/18/2019,Fast Start E-Learning Course,IL Palawan
12634095831054842402,06/18/2019,06/19/2019,Starting Out with Awesome Results,IL Palawan
11439123764416420312,10/11/2019,10/11/2019,AUS Hands-On-Training,IL Lucena
11439123764416420312,09/16/2019,09/16/2019,Fast Start E-Learning Course,IL Lucena
11439123764416420312,09/16/2019,09/17/2019,Starting Out with Awesome Results,IL Lucena
11439123764416420312,08/06/2019,08/06/2019,VUL Product Packages,IL Lucena
11439123764416420312,09/18/2019,09/18/2019,VUL Product Packages,IL Lucena
6952386067583724861,05/15/2019,05/16/2019,ACE Your Presentation,IL Imus
